City,Speaker,Sex,BirthYear,Age,BirthPlace,OldResidences,Residences,OldProfessions,Retired,Profession,OtherProfessions,MaritalStatus,OtherMaritalStatuses,NumChildren,Children,YearsEducation,LevelEducation,Education,Languages,OtherLanguages,FatherBirthYear,FatherBirthPlace,FatherProfession,FatherEducation,FatherLanguages,FatherOtherLanguages,MotherBirthYear,MotherBirthPlace,MotherProfession,MotherEducation,MotherLanguages,MotherOtherLanguages,SpouseBirthPlace,SpouseProfession,SpouseEducation,SpouseLanguages,SpouseOtherLanguages,Training,HousingType,OtherHousingTypes,Neighborhood,Hobbies,Notes,FormalInterviewer,InformalInterviewer,StudyDate,StudyDuration,StudySetting,StudyCity,Relationship,OtherRelationship,InformalNotes,StudyOrder,Topics,StudyQuality,OtherObservations,EnvironmentQuality
Aveyronnais a Paris,75xrg1,M,1924,77,Aubervilliers (Seine-Seint Denis),"Aubervilliers (2), Sainte Genevieve (Aveyron, 25), Paris (50)",Paris,"boulanger, employe de bureau",3,19,,divorce,,3,3 filles,,SecondaireI,Certificat d'etudes + 3 ans,occitan,appris par des cours d'occitan par correspondance; lit et ecrit mieux l'occitan qu'il le parle,0,Vic-sur-Cere,"chauffeur de bus, boulanger",Certificat d'etudes,occitan,parlait occitan,0,Feuillade-en-Vezil (Cantal),"mere au foyer, boulangere",Certificat d'etudes,occitan,parlait occitan,,,,,,,Appartement,,,,,57,57,1/1/2006,,Oustal (localite des associations aveyronnaises),Paris,,,,,,,,
Bamako,maaaw1,F,1953,53,"Djelok, region de Kidal","Djelock (4), Kidal (10), Segou (4), Tombouctou (5)",Bamako,,1,20,,,veuve,7,,-14,,6 ans d'etudes,"tamasheq, francais, bambara",,1963,region de Kidal,"nomade, eleveur",,tamsheq,,0,,menagere,,tamasheq,"vit toujours, en brousse",Wassoulou,,"bac, puis ecole militaire","bambara, francais",le mari et la femme parlent francais entre eux,"L'ecole, l'epoux",maison dans une concession,,,,,123,123,11/30/2006,,bureau de la Falsh (fac de lettres),Bamako,connaissance d\\\\\\'une collegue de l\\\\\\'enqueteur,,,,"enfance, rebellion de 1962, internat pour filles",Bon,presence a  un moment d\\'un enseignant qui feuilletait des papiers,Bon
Bamako,maabh1,M,1982,24,Ansongo,Asongo (23) Bamako (1),Bamako,"travailleur aux champs, etudiant",,17,,Celibataire,,,,22,Superieur1,,"songhai (langue premiere), tamasheq (langue du grand-pere), bambara (un peu) francais",A des notions de russe et d'anglais,1955,region de Gao,"tailleur, commercant",9eme- DEF,"songhrai, francais",,1960,region de Gao,etudiante sage-femme,9eme,"tamasheq, songhrai, francais, peul","avec son grand-pere, ancien combattant, ce dernier parle tanssheq et songhrai avec le temoin",,,,,,,Appartement,concession,commence seulement a  connaitre les gens du quartier,"lecture, musique, causeries-d\\ebat, promenades, voyages",,44,,11/6/2006,,bureau de la Flash (fac de lettres),Bamako,etudiant recrute sur place,,avec un autre etudiant,,,Moyen,un peu de bruit au milieu,Moyen
Bamako,maafc1,F,1956,50,Djenne,"Djenne (14), France (10)",Bamako,,,11,"conseilliere a  l'aide de l'eglise de Norvege, consul de Norvege",Celibataire,,1,fille,,Superieur4,"DEA lettres modernes, 2 ans de recherche","fulfulde, francais, bambara, songhay",un peu d'anglais,1901,Djenne,inspecteur des postes,William Bouty,,"fulfulde, francais, bambara, songhay",0,,,,,,,,,,,"ecole, pere",Maison,maison particuliere,,,,123,123,2/12/2006,,chez la locutrice,,Amical,,presence de la soeur du temoin,,"enfance, langue pedagogie convergente",Moyen,"bruits de la cour, voix faible de la soeur",Moyen
Bamako,maant1,F,1949,57,Sikasso,"Niono (2), Kayes 82), Mopti (2)",Bamako,,1,14,jardiniere de jardin d'enfants,Marie,,6,,14-16,SecondaireC,DEF stage,"Senoufo, bambara, francais",,1925,Toubou (Sibasso),moniteur d'agriculture,CEP- bourses,"bambara, senoufo, francais",,1928,Touban,menagere,,"senoufo, bambara",,Perasso (Sikasso),,bac 4,"bambara, francais",,ecole,Maison,,,"neanr- journal televise, priere",,123,123,11/28/2006,,chez le temoin,Bamako,,amie d'une collegue,presence d'une amie,,,Moyen,bruits de circulation,Moyen
Bamako,maasd1,M,1938,68,Sofara,"Sofara, Niafunke (2), Bamako",Bamako,"instituteur, maitre d'anglais",1,7,employe au ministere de l'education,Marie,,12,,,lyceeC,stage d'anglais aux Etats-Unis,"bambara, peul, francais, anglais",0,,Kayes,commercant,ecole coranique,"peul, mossi, bambara",,0,Sofara,menagere,ecole coranique,bambra,,Bamako,,ecole coranique,bambara,"2 epouses, meme profil",ecole,Appartement,concession,,neant,,123,123,11/29/2006,,chez le locuteur,Bamako,,,presence d'un ami,,,Moyen,"bruit, portes qui claquent, etc",Moyen
Bamako,maash1,M,1988,18,Gao,"Gao (16), Bamako (2)",Bamako,,1,17,,Celibataire,,,,16-18,,,"songhai, francais, bambara,",,0,Ansongo,cultivateur,,"songhai, bambara (passablement), peul (un peu)",,0,Tassiga (cercle d'Ansougo),,,"songhai, bambara (un peu)",,,,,,,ecole uniquement,Appartement,concession,,"lecture, tele, foot",,123,123,11/1/2006,,bureau de la Flash (fac de Lettres),Bamako,etudiant recrute sur place,,pr\\esence d'un autre etudiant,,,Bon,,Bon
Bamako,maass1,F,1944,62,Banfoura (Burkina Faso),"Cote d'Ivoire (11), Paris (10), Etats-Unis (5)",Bamako,7,,,"sage femme, secretaire medicale",,veuve,1,F,14-16,SecondaireC,BEPC,"bambara, francais, anglais, espagnol",,0,Bamako,Infirmier d'etat,CEP 4 ans,"bambara, francais",,0,Bamako,menagere,,bambara,,haute-Volta,,"l'INSEE, Paris","mossi, francais, anglais, allemeand",,"ecole, pere",Maison,,,"politique, tele, lecture, TV 5",,123,123,11/29/2006,,chez le temoin,Bamako,amie d'une collegue,,amie presente,"ecole, politique, langue",Bon,Bon,,
Bamako,maazw1,F,1970,36,cercle Goundam,"Goundam (17), Kayes (2)",Bamako,1,,,artiste musiciene,Marie,,4,,,,,"tamasheq, songhay, francais, bambara",,1938,Goundam,infirmier veterinaire,"college, et formation d'infirmier","tamsheq, francais, songhay",,0,Tombouctou,menagere,,tamasheq,,Goundam,,Bac 6,"tamasheq, francais, bambara, songhay (un peu), anglais (un peu)",,ecole et entourage,Maison,,,,,123,123,11/30/2006,,la Falsh (fac de lettres),Bamako,par le biais d'une collegue,,presence d'une amie egalement temoin maaaw1,"enfance, langue, msuique, vie d'artiste",Bon,interruption par un professeur,Bon,
Bamako,maabd1,M,1960,46,Bamako,Bamako,"travailleur d'usine, gardien",1,,11,planton,Marie,,2,"M 6ans, F 3 ans",14-16,,ecole coranique,"bambara, francais",,1922,,commercant,,bambara uniquement,,1935,Samanyana -pres de Bamako,menagere,,bambara uniquement,,1976,,6 ans sans diplome,"bambara, parle peu le francais",,ecole,Appartement,concession,44,,,44,11/23/2006,un bureau ala FLASH (fac. de lettres),,,Bamako,Aucun,connaissance d'une collegue,pas vraiment d'informel,discussion- texte-liste,enfance- politique-langue,Bon,Bon,
Bamako,maabm1,F,1976,30,"Taboye, region de Gao","Taboye 2 ans, Gourma Rahrous, Burkina Faso 4 ans, Bamako",Bamako,couturiere,,,,celibataire,,,,,10 ans d'etude,formation professionnelle,"tamasheq, francais, bambara, songhay",,1937,"Goundam, region de Tombouctou",directeur d'ecole a  la retraite,9 ans d'etudes,"tamasheq, francais, songhay (un peu)",,1949,Tombouctou,femme au foyer,neant,"tamasheq, songhay",,,,,,,"l'ecole, le pere parlait francais a  ses enfants a  la maison",maison,,bien integree,"lecture, tele",,,,11/28/2006,,chez le temoin,Bamako,amie d'un collegue,,"Entretien libre avec cousin du temoin, 22 ans , bac +2- pas d'enqueteur present","entretien guide, lecture de texte, liste de mots, entretien informel","l'ecole, les langues, la rebellion du Nord, les contacts avec les Norvegiens, loisirs",calme,,
Bamako,maajs1,F,1955,51,"Diou, Cercle de Kadiolo, Region de Sikasso, sud-est","Diou,Sikasso, Bamako, Kopulikoro (pres de Bamako), Bougouni (region de Sikasso), Sikasso, Gao, Bamako, Kayes, Bamako",Bamako,"comptable (societe d'Etat), petit commerce",,commercante (petit commerce),mariee,,,5,"2 garcons, 3 filles, tous Bac +",,Bac,"Ecole fondamentale catholique, college catholique, internat, brevet de technicien en comptabilite (4 ans).","senoufo, bambara, francais",,1905,"Diou, Region de Sikasso",cultivateur,neant,senoufo,,1934,"Diou, Region de Sikasso",menagere,neant,senoufo,,,officier de police,Bac + 4 (ENA),"senoufo, bambara, francais",,ecole uniquement,maison particuliere en dur,,bien integree,"deux associations feminines, femmes chretiennes, femmes senoufo","voit mal, a perdu l'habitude de la lecture",11/28/2006,41,Bamako,,,,parente d'un collegue de l'enquetrice,,,"guide, texte, liste, libre",,,,
Bamako,maatc1,M,1944,62,"Diago, arrondissement de Kati, pres de Bamako","Kati (22 ans), Bamako (40)",Bamako,"chauffeur de taxi, chauffeur de bus local",,,,"marie, 3 epouses",,22,enfants de 1 a  45 ans,,CEP (6 ans),,"bambara, francais",,0,"Diago (`Kati, pres de Bamako)",cultivateur,neant,bambara,,0,Neguela (sud-est),menagere,neant,bambara,,"3 epouses, Toutes nees a  Kati",Toutes menageres et marchandes,neant pour toutes,bambara pour toutes,,ecole uniquement,concession,,bien integre,radio,,,,11/29/2006,41,chez le temoin,Bamako,parent d'un collegue de l'enquetrice,,,,,,,"bruits, porte qui claque"
Bamako,maaic1,M,1982,26,"Nokara- Cercle de Douentza, Region de Mopti, centre-nord","Nokara(6), Douentza (10), Bamako (3), Batna en Algerie (4), Bamako (2), Grenoble (1)",Leiden,"etudiant, salarie (ONG)",,etudiant,celibataire,,,,,,"Bac +, DEA -sociolinguistique",,Fulfulde,"bambara, francais, anglais",1949,Nokara,Enseignant ecole coranique,"ecole coranique, arabe (un peu)",fulfulde,,1965,"Loro -commune de Boni, Cercle de Douentza, Region de Mopti",menagere,neant,fulfulde,,,,,,,,,,,,,,,10/24/2008,52,Bureau a  l'universite d'Oslo (guide) et domicile de Live Roaldseth (libre),Oslo,ami d'une etudiante de l'enquetrice,,,,"recit de vie, attitudes linguistiques",,,
Biarritz,64aab1,F,1972,30,Bayonne,"Bayonne (18), Bordeaux (1), Toulouse (1), Bordeaux (3), Paris (3), Anglet (3)",Anglet,enseignante,1,5,,Marie,,1,"3 ans, creche",moins de 14,Superieur4,,"anglais, espagnol",,0,Saint Palais,Medecin (anesthesiste reanimateur),medecine,"espagnol, basque",1910,,Tarbes (Haute-Garonne),enseignante,sciences,espagnol,,Pau (Haute-Garonne),,ESC Bordeaux,"anglais, espagnol",,parents,Maison,,,"cinema, ski, voyages",,5,5,5/3/2002,50,maison,Biarritz,JD collegue et ami de ma3 qui est membre du groupe,Bon,Bon,,,,,
Biarritz,64ama3,M,1963,39,Saint Etienne de Baa Â¯gorry (Pyrenees-Atlantiques),"Baa Â¯gorry (2), Saint Jean Pied de Port (16), Bordeaux (5), Bayonne (1), Toulouse (8), Itxassou (2), Saint Pee sur Nivelle (3)",Biarritz,doctorant,1,5,chercheur CNRS,Marie,,,,moins de 14,Superieur4,"these informatique linguistique (28), HDR (38)","basque, espagnol, anglais",,1934,Bayonne (Aquitaine),instituteur,bac,"basque, espagnol",1936,,Anhaux,institutrice,bac,"basque, espagnol",,Toulouse (Haute-Garonne),,DESS,"espagnol, basque, anglais",,"grand-mere (francais, basque), pere, mere",Appartement,,,"yoga, voyage, musique",,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64ama1,F,1936,66,Saint-Jean-Pied-de-Port (Pyrenees-Atlantiques),"Bayonne, Biarritz, Ciboure, Juxue, Saint Etienne de Baa Â¯gorry, Saint Jean Pied de Port",Uhart-Cize,enseignante,3,19,,Marie,,2,"Michel, 39 ans, these informatique et linguistique ; Marielle, 38 ans, avocate et conseiller juridique",moins de 14,Superieur2,"formation pour l'enseignement, CAP d'aptitude","basque, espagnol",,1910,,secretaire,certificat d'etudes,basque,1910,,Uhart-Cize,enseignante,brevet superieur,basque,,Bayonne (Pyrenees-Atlantiques),,"baccalaureat, formation pour l'enseignement, CAP",basque,,"pere, mere",Maison,,bonnes relations de voisinage,"marche, chant, lecture, jardinage",,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64ajc1,M,1964,38,Saint-Jean-Pied-de-Port,"Saint-Jean-Pied-de-Port (30), Uharte Garazi (8)",Uharte Garazi,,1,13,garcon de cafe,Marie,,1,"6 ans, scolarise",moins de 14,SecondaireC,"CAP, BEP, BTHD","anglais, espagnol, basque",,1922,Saint-Jean-Pied-de-Port (Aquitaine),restaurateur,certificat d'etudes,basque,1930,,Zabaltze,restauratrice,certificat d'etudes,basque,,Saint Etienne de Baa Â¯gorry,,DESS,"espagnol, basque",,tante,Maison,,,pelote,,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64aji1,M,1941,61,Saint Palais (Pyrenees-Atlantiques),"Biarritz (35), Bayonne (2)",Biarritz,medecin anesthesiste reanimateur.,3,19,,Marie,,3,"35 ans, etudes superieures ; 30 ans, professeur agregee ; 16 ans",moins de 14,Superieur4,"medecine + specialite ; etudes litteraires, DEUG (basque en lettres modernes)","espagnol, basque",,0,Esparza de Salazar (Espagne),artisan,,"espagnol, basque",1904,,Irissary (Pyrenees-Atlantiques),sans,,basque,,,,superieures,"espagnol, anglais",,,Appartement,,,"cinema, lecture, voyages internationaux",,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64ajm1,F,1910,92,Huart-Cize,"Huart-Cize (20), Larressore (1), Behorlegey (1), Anhaux (30).",Huart-Cize,institutrice,3,19,,,veuve,1,"65 ans, bac + formation d'enseignement",moins de 14,,brevet superieur,basque,,0,Uhart-Cize (Pyrenees-Atlantiques),commercant,certificat d'etudes,basque,0,,Saint-Jean-Le-Vieux (Pyrenees-Atlantiques),commercante,ecole primaire,basque,,,,certificat d'etudes,basque,,institutrice,Maison,,,,,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64ama2,F,1964,38,Saint Etienne Baa Â¯gorry (Pyrenees-Atlantiques),"Uhart-Cize (24), Anglet (6)",Uhart-Cize,"conseil juridique stagiaire (1988-1992), avocat (depuis 1992)",1,4,avocat independant,Marie,,1,"6 ans, scolarise depuis l' ge de 3 ans",moins de 14,Superieur4,"DESS droit des affaires et fiscalite, Bordeaux","espagnol, basque (notions)",,1934,Bayonne,enseignant,bac,"basque, espagnol",1936,,Bayonne (Pyrenees-Atlantiques),institutrice,bac,"basque, espagnol",,Saint Jean Pied de Port (Aquitaine),,"CAP, BEP, BRH","basque, espagnol",,"grand-mere, qui a toujours reside avec eux",Maison,,,"danse, musique",,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64ama4,M,1928,74,Bayonne (Aquitaine),"Bayonne (42), Saint Jean Pied de Port (32)",Saint Jean Pied de Port,engage militaire (5 ans),3,19,,Marie,,3,"47 ans, 45 ans, 41 ans.",,,,basque,,1904,Saint Etienne de Baa Â¯gorry,agent de police,primaire,basque,1903,,Saint Etienne de Baa Â¯gorry,,etudes primaires,basque,,Lorraine,,,,,parents,Maison,,bonne,biographie des compositeurs de musique classique,,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64api1,M,1971,31,Saint Jean Pied de Port,"Saint Jean le Vieux (18), Bordeaux (2), Toulouse (3), Saint Jean Pied de Port (2), Bordeaux (3), Bayonne (2)",Bayonne,enseignant,1,7,,Celibataire,,,,moins de 14,Superieur4,"ingenieur, CAPES","basque, espagnol, anglais","anglais (notions), espagnol (notions)",1934,Saint Jean Le Vieux,,certificat d'etudes,basque,0,,Saint-Michel (Aquitaine),exploitante agricole,certificat d'etudes,basque,,Saint Jean Pied de Port,,"IUT mesure physique, IUT informatique,","basque, anglais, espagnol",,"grand-mere, 4 freres et soeurs aines",Appartement,,,"cinema, culture basque",,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64apl1,F,1976,26,Saint Jean Pied de Port,"Saint Jean Pied de Port (10), Hasparren (1), Cambo les bains (7), Bordeaux (4), Toulouse (1), Bayonne (3)",Bayonne (Aquitaine),,1,6,analyste programmeur,Celibataire,,,,moins de 14,Superieur4,"IUT mesure physique, IUT informatique","basque, espagnol, anglais",,1945,Hasparren (Aquitaine),medecin,medecine,"basque, espagnol",1952,,Saint Jean Pied de Port (Aquitaine),mere au foyer,infirmiere,"basque, espagnol",,Saint Jean le Vieux,,ingenieur,"basque, anglais, espagnol",,grands-parents maternels,Appartement,,,"cinema, danses basques",grand-mere paternelle de Saint Sebastien,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64asl1,F,1967,35,Biarritz (Aquitaine),"Biarritz (30), Anglet (6)",Biarritz,,1,7,institutrice,Celibataire,,,,moins de 14,Superieur4,"DESI, diplome d'instituteur (25 ans) ; CAPSAIS (29 ans) ; licence sciences de l'education (34 ans)","anglais, basque",,1940,Rion des Landes (40),boucher charcutier,,patois,1943,,Lesperon (40),sans,,patois,,,,,,,grands-parents,Appartement,,bonne integration dans le quartier,"sport, lecture",,5,5,0000-00-00,,,,,,,,,,,
Biarritz,64ast1,F,1967,35,Compiegne (60),"Compiegne (1), Anglet (1), Biarritz (33)",Biarritz,institutrice,1,7,institutrice,Celibataire,,,,moins de 14,Superieur4,"bac, DEUG lettres modernes, DESI",,,1935,Hendaye (Aquitaine),conducteur de travaux,bac,,1937,,Oloron Sainte Marie (Aquitaine),employe au Credit foncier,bac,"occitan, bearnais",,,,,,,"nourrices, soeur, parents",Appartement,,,"sport, chasse  la palourde, cueillette des champignons, peche  la truite",,5,5,0000-00-00,,,,,,,,,,,
Brecey,50aad1,F,1988,16,Avranches (Manche),Brecey,Brecey,,1,17,,Celibataire,,,,,lyceeI,en cours (sciences medico-sociales),"anglais, espagnol",,1962,Mesnil-Adelee (Manche),employe d'usine,seconde,anglais (?),,1965,Brecey (Manche),OEA (= agent de service),BEP sanitaire et social,anglais (?),,,,,,,,Maison,,bonne integration,lecture - lit beaucoup,s'interesse au sport,148,148,4/6/2004,30,chez Isabelle Dubourg,Brecey,Aucun,voisins,"Audrey et sa mere, Isabelle Dubourg, parlent entre elles. Le role de l'enqueteur s'est resume  placer le magnetophone. Apres il est parti.","liste de mots, texte, informel, formel","(informel) scolarite, accueil personnes  gees, vie du lycee, concert de St Laurent de Cuves, (formel) scolarite, vie du lycee, relations, sections SMS, loisirs, activites de la journee.",Bon,Une interruption dans la prise de son,
Brecey,50ajp1,M,1985,19,Montagne au Perche (Orne),Brecey (18),Brecey,etudiant,1,17,,Celibataire,,,,,Superieur2,en cours (au moment de l'enquete: 1ere annee DEUG LLCE Espagnol),"espagnol, anglais",,1959,Sourdeval (Manche). Ne  ?,Prepose PTT,Brevet - concours PTT,,,1964,Ger (Manche). Nee  Mortain (Manche),Agent d'entretien,brevet,,,,,,,,,Maison,,bonne integration,"lecture, musique",,148,148,4/10/2004,30,Chez Julien Pioger,Brecey,Aucun,Ancien eleve de l'enqueteur,Julien et son pere parlent entre eux. Le role de l'enqueteur s'est resume  placer le magnetophone. Apres il est parti.,"liste de mots, texte, formel, informel","(formel) origine, scolarite et etudes, jeunesse  Brecey, vie etudiante, loisirs, choix de l'espagnol, (informel) emprunt d'un motocar, retour du frere, entretien de la pelouse, recherche d'un emploi.",Bon,,
Brecey,50aev1,F,1984,20,Brecey (Manche),Brecey,Brecey,etudiante,1,17,,Celibataire,,,,,Superieur2,En cours (au moment de l'enquete: 1ere annee DEUG AES),"anglais, allemand",,1959,St Laurent de Cuves (Manche),charpentier,CAP,,,1962,Brecey (Manche),secretaire comptable,BAC G2,anglais,parle un peu d'anglais,,,,,,,Maison,,bonne integration,"sport, lecture",,148,148,4/24/2004,30,chez les enquetes,Brecey,Aucun,ancienne eleve de l'enqueteur,"Elodie et sa mere, Therese Vivier, parlent entre elles. Le role de l'enqueteur s'est resume  placer le magnetophone. Apres il est parti.","liste de mots, texte, informel, formel","(informel) photos de vacances au ski, description de maison, vacances  Dieppe, stage  l'hopital, dossier pour un travail, partiels, (formel) scolarite, debouches, stage au conseil general, attachement  la region, vie  Paris, relations, spor",Bon,,
Brecey,50aid1,F,1965,39,Avranches (Manche),Brecey,Brecey,OEA (agent de service),1,8,OEA (agent de service),Marie,,2,"feminin, 16 ans, 2ndern?, 13 ans, 5ern",,lyceeC,BEP sanitaire et social,anglais,,0,Cerences (Manche),macon,certificat d'etudes,,,1922,Isigny-le-Buat (Manche),femme au foyer,certificat,,,Mesnil-Adelee (Manche),employe d'usine,seconde,anglais (?),,,Maison,,bonne integration,"footing, marche  pied",,148,148,4/6/2004,30,chez Isabelle Dubourg,Brecey,Aucun,voisine,Isabelle et sa fille Audrey parlent entre elles. Le role de l'enqueteur s'est resume  placer le magnetophone. Apres il est parti.,"liste de mots, texte, formel, informel","(informel) scolarite d'Audrey, structures d'accueil personnes  gees, le temps qu'il fait, vie du lycee (drogue, discipline..), programme du consert de St Laurent, reservation des billets",Bon,interruption pendant la prise de son,Bon
